gameID,playerName,date,winningTeam,opposingTeam,assistedPlayerName,distance
514,Dennis Johnson,Jun 5 1985 p,BOS,LAL,L. Bird,21
515,Paul Mokeski,Apr 12 1985,ATL,BOS,,
516,Bill Laimbeer,Apr 10 1985,DET,IND,K. Tripucka,16
517,Walter Davis,Mar 7 1985,PHO,SAS,A. Scott,22
518,Calvin Natt,Mar 2 1985,DEN,ATL,,22
519,Larry Bird,Jan 29 1985,BOS,DET,unassisted,6
520,Larry Bird,Jan 27 1985,BOS,POR,unassisted,20
521,Bill Laimbeer,Jan 19 1985,DET,BRK,unassisted,10
522,Mike Evans,Jan 18 1985,DEN,WSB,,10
523,Greg Ballard,Jan 16 1985,WSB,UTA,D. Daye,22
524,Kareem Abdul-Jabbar,Jan 6 1985,LAL,SAS,M. Cooper,15
525,Kevin McHale,Dec 9 1984,BOS,ATL,unassisted,0
526,Mike Gminski,Nov 3 1984,BRK,IND,unassisted,18
527,Gus Williams,Apr 19 1984 p,OKC,DAL,D. Vranes,25
528,Bill Laimbeer,Apr 10 1984,DET,IND,I. Thomas,15
529,George Gervin,Mar 27 1984,SAS,GSW,unassisted,25
530,Rolando Blackman,Feb 25 1984,DAL,UTA,unassisted,0
531,Micheal Ray Richardson,Feb 4 1984,BRK,WAS,B. Willoughby,28
532,Eddie Johnson,Feb 3 1984,SAC,BRK,unassisted,16
533,Cliff Robinson,Jan 31 1984,CLE,DET,L. Shelton,25
534,Pat Cummings,Jan 25 1984,DAL,GSW,B. Davis,10
535,Howard Carter,Jan 20 1984,DEN,SAC,,32
536,Ray Williams,Jan 14 1984,NYK,WAS,,
537,Caldwell Jones,Dec 9 1983,HOU,WAS,unassisted,25
538,Buck Williams,Nov 23 1983,BRK,PHO,D. Cook,10
539,Terry Cummings,Nov 20 1983,LAC,CLE,B. Walton,0
540,Orlando Woolridge,Nov 15 1983,WAS,DET,D. Corzine,20
541,Sidney Moncrief,Nov 13 1983,ATL,OKC,,
542,Robert Parish,Nov 8 1983,BOS,IND,unassisted,5
543,Dan Roundfield,Oct 29 1983,ATL,DET,unassisted,18
544,George Gervin,Apr 6 1983,SAS,GSW,unassisted,27
545,Rory Sparrow,Mar 12 1983,NYK,POR,unassisted,28
546,Larry Bird,Feb 26 1983,BOS,PHO,C. Maxwell,25
547,Cliff Robinson,Feb 23 1983,CLE,GSW,unassisted,0
548,Jay Vincent,Feb 2 1983,DAL,LAL,unassisted,12
549,Joe Bryant,Jan 18 1983,HOU,WSB,unassisted,0
550,Herb Williams,Dec 30 1982,IND,UTA,B. Carter,18
551,Greg Ballard,Dec 27 1982,WSB,WAS,J. Ruland,20
552,Dan Issel,Dec 27 1982,DEN,GSW,R. Williams,20
553,Cliff Robinson,Dec 22 1982,CLE,IND,W. Free,12
554,Lewis Lloyd,Dec 10 1982,GSW,OKC,L. Romar,24
555,Frank Johnson,Nov 26 1982,WSB,IND,unassisted,18
556,Gene Banks,Nov 26 1982,SAS,WAS,B. Willoughby,22
557,Wes Matthews,Nov 9 1982,ATL,DEN,D. Roundfield,30
558,Steve Hawes,Nov 6 1982,ATL,DET,R. Sparrow,22
559,David Thompson,Nov 3 1982,OKC,SAS,G. Williams,28
560,Sidney Moncrief,May 1 1982 p,ATL,GSW,unassisted,5
561,Darnell Valentine,Mar 19 1982,POR,UTA,,15
562,Johnny Moore,Mar 14 1982,SAS,WAS,E. Rains,22
563,Gus Williams,Mar 12 1982,OKC,ATL,unassisted,20
564,James Silas,Mar 5 1982,CLE,POR,,
565,World B. Free,Feb 25 1982,GSW,DAL,unassisted,20
566,Joe Barry Carroll,Feb 2 1982,GSW,LAL,,
567,Sidney Moncrief,Jan 26 1982,ATL,LAL,unassisted,0
568,Reggie Theus,Jan 23 1982,WAS,NYK,A. Gilmore,20
569,Greg Ballard,Jan 10 1982,WSB,NYK,D. Collins,25
570,World B. Free,Dec 2 1981,GSW,WAS,unassisted,12
571,Rickey Green,Nov 20 1981,UTA,WAS,J. Hardy,22
572,Sonny Parker,Nov 13 1981,GSW,HOU,unassisted,0
573,Alex English,Mar 24 1981,DEN,SAS,unassisted,21
574,James Bailey,Mar 13 1981,OKC,DET,unassisted,6
575,Phil Ford,Feb 18 1981,SAC,BOS,S. Lacey,20
576,Kelvin Ransey,Jan 29 1981,POR,LAC,unassisted,10
577,Jamaal Wilkes,Jan 16 1981,LAL,BRK,N. Nixon,20
578,Billy Ray Bates,Dec 30 1980,POR,GSW,K. Washington,0
579,Micheal Ray Richardson,Nov 29 1980,NYK,POR,unassisted,25
580,James Silas,Nov 29 1980,SAS,SAC,,
581,Darwin Cook,Oct 31 1980,BRK,WSB,J. van Breda Kolff,20
582,Jamaal Wilkes,Mar 27 1980,LAL,UTA,N. Nixon,20
583,Ricky Sobers,Mar 5 1980,WAS,GSW,unassisted,28
584,Brian Winters,Feb 6 1980,ATL,CLE,Q. Buckner,21
585,Alex English,Jan 27 1980,IND,CLE,unassisted,0
586,Walter Davis,Jan 17 1980,PHO,ATL,unassisted,14
587,Greg Ballard,Jan 5 1980,WSB,UTA,W. Unseld,24
588,Chris Ford,Dec 14 1979,BOS,ATL,C. Maxwell,30
589,World B. Free,Dec 9 1979,LAC,POR,unassisted,22
590,Kevin Grevey,Dec 8 1979,WSB,ATL,W. Unseld,15
591,Micheal Ray Richardson,Dec 5 1979,NYK,WSB,unassisted,0
592,Randy Smith,Nov 29 1979,CLE,NYK,unassisted,0
593,Calvin Natt,Nov 18 1979,BRK,SAS,E. Jordan,0
594,Moses Malone,Nov 13 1979,HOU,WAS,,
595,Johnny Davis,Nov 10 1979,IND,GSW,M. Johnson,38
596,Marques Johnson,Nov 3 1979,ATL,WAS,B. Winters,0
597,Randy Smith,Nov 1 1979,CLE,DET,unassisted,20
598,Walter Davis,Oct 28 1979,PHO,POR,A. Adams,18
599,Kermit Washington,Oct 23 1979,POR,SAC,unassisted,0
600,Kareem Abdul-Jabbar,Oct 12 1979,LAL,LAC,unassisted,18
601,Larry Wright,May 20 1979 p,WSB,OKC,,
602,Moses Malone,Mar 30 1979,HOU,SAS,,
603,Ron Brewer,Mar 24 1979,POR,SAC,,
604,Charles Johnson,Feb 13 1979,WSB,LAC,unassisted,25
605,Clifford Ray,Jan 31 1979,GSW,GSW,J. Lucas,0
606,Kermit Washington,Jan 17 1979,LAC,LAL,unassisted,0
607,Tom Boswell,Jan 2 1979,DEN,SAC,unassisted,0
608,George Johnson,Dec 3 1978,BRK,LAL,unassisted,0
609,Marques Johnson,Oct 22 1978,ATL,GSW,J. Gianelli,0
610,Foots Walker,Apr 7 1978,CLE,ATL,,18
611,Jack Sikma,Mar 24 1978,OKC,IND,unassisted,25
612,Fred Brown,Mar 11 1978,OKC,HOU,unassisted,0
613,Lionel Hollins,Feb 26 1978,POR,WAS,unassisted,30
614,John Williamson,Feb 12 1978,BRK,NYK,K. Porter,25
615,Tom Henderson,Jan 8 1978,WSB,BRK,unassisted,15
616,Lonnie Shelton,Dec 13 1977,NYK,ATL,unassisted,15
617,Brian Winters,Dec 8 1977,ATL,GSW,,28
618,Pete Maravich,Nov 24 1977,UTA,DEN,unassisted,0
619,Jo Jo White,Apr 17 1977 p,BOS,GSW,unassisted,18
620,Truck Robinson,Mar 22 1977,ATL,LAC,S. Hawes,17
621,Quinn Buckner,Mar 12 1977,ATL,IND,,20
622,John Drew,Mar 8 1977,ATL,GSW,L. Hudson,21
623,Swen Nater,Feb 17 1977,ATL,GSW,D. Meyers,10
624,Walt Frazier,Dec 18 1976,NYK,CLE,unassisted,0
625,Artis Gilmore,Dec 17 1976,WAS,SAS,M. Johnson,0
626,Ken Charles,Dec 14 1976,ATL,LAL,unassisted,20
627,Brian Taylor,Nov 23 1976,SAC,NYK,,
628,John Johnson,Nov 20 1976,HOU,SAC,J. Lucas,15
629,Rich Jones,Oct 22 1976,BRK,GSW,J. van Breda Kolff,20
630,Jim Cleamons,Apr 22 1976 p,CLE,WSB,unassisted,0
631,World B. Free,Apr 2 1976,GSW,WSB,unassisted,22
632,Elvin Hayes,Feb 29 1976,WSB,HOU,W. Unseld,20
633,Curtis Perry,Feb 21 1976,PHO,HOU,unassisted,8
634,Slick Watts,Feb 15 1976,OKC,DET,unassisted,28
635,George Johnson,Feb 14 1976,GSW,DET,,
636,Kareem Abdul-Jabbar,Jan 13 1976,LAL,WAS,unassisted,15
637,Tom Burleson,Jan 9 1976,OKC,PHO,unassisted,0
638,Bob McAdoo,Jan 6 1976,LAC,LAL,,24
639,Jack Marin,Jan 5 1976,WAS,HOU,unassisted,12
640,Mike Newlin,Nov 29 1975,HOU,GSW,,20
641,Fred Carter,Nov 25 1975,GSW,GSW,unassisted,25
642,Jim Brewer,Mar 16 1975,CLE,UTA,unassisted,0
643,Tiny Archibald,Mar 6 1975,KCO,LAC,R. Behagen,30
644,Phil Chenier,Feb 6 1975,WSB,GSW,,
645,John Gianelli,Jan 30 1975,NYK,ATL,W. Frazier,0
646,Jon McGlocklin,Jan 27 1975,ATL,UTA,M. Davis,20
647,Walt Frazier,Jan 4 1975,NYK,CLE,E. Monroe,20
648,Paul Westphal,Dec 14 1974,BOS,ATL,D. Nelson,30
649,Charles Johnson,Oct 25 1974,GSW,POR,C. Ray,18
650,Jo Jo White,Apr 12 1974 p,BOS,LAC,,
651,Jim McMillian,Apr 6 1974 p,LAC,BOS,unassisted,0
652,Fred Brown,Mar 23 1974,OKC,GSW,W. Hazzard,20
653,Barry Clemens,Mar 15 1974,CLE,BOS,unassisted,28
654,Rick Barry,Mar 7 1974,GSW,ATL,J. Mullins,24
655,Jerry Sloan,Feb 15 1974,WAS,ATL,N. Van Lier,18
656,George Trapp,Feb 5 1974,DET,POR,,25
657,Bob Weiss,Feb 5 1974,WAS,BOS,B. Love,20
658,Rick Barry,Jan 31 1974,GSW,HOU,C. Johnson,28
659,Jerry West,Jan 18 1974,LAL,KCO,C. Hawkins,21
660,Jim Price,Dec 18 1973,LAL,ATL,B. Bridges,25
661,Jimmy Walker,Dec 16 1973,KCO,DET,D. Kojis,12
662,Bob Love,Nov 24 1973,WAS,DET,N. Van Lier,22
663,Howard Komives,Jan 18 1973,LAC,ATL,,
664,Earl Monroe,Jan 12 1973,NYK,HOU,unassisted,10
665,Dave DeBusschere,Dec 30 1972,NYK,WAS,E. Monroe,20
666,Don May,Dec 27 1972,ATL,GSW,unassisted,10
667,John Brisker,Nov 18 1972,OKC,POR,unassisted,20
668,Rick Barry,Oct 16 1972,GSW,WAS,unassisted,0
669,Dick Snyder,Feb 16 1972,OKC,BOS,B. Clemens,25
670,Wes Unseld,Jan 26 1972,WAS,LAC,G. Johnson,0
671,Dick Van Arsdale,Jan 11 1972,PHO,ATL,,
672,Jimmy Walker,Jan 2 1972,DET,HOU,unassisted,16
673,Walt Wesley,Dec 28 1971,CLE,POR,,
674,John Havlicek,Dec 27 1971,BOS,GSW,D. Nelson,25
675,Elvin Hayes,Dec 12 1971,HOU,OKC,D. Gibbs,15
676,John Havlicek,Nov 5 1971,BOS,DET,J. White,40
677,Bob Kauffman,Oct 29 1971,LAC,POR,unassisted,0
678,Connie Hawkins,Oct 29 1971,PHO,GSW,P. Silas,28
679,Don May,Oct 29 1971,ATL,CLE,B. Bridges,35
680,Dave Sorenson,Jan 25 1971,CLE,BOS,J. Johnson,22
681,George Wilson,Dec 15 1970,LAC,LAL,,30
682,Walt Bellamy,Nov 13 1970,ATL,BOS,B. Bridges,0
683,Happy Hairston,Jan 24 1970,LAL,OKC,J. Egan,0
684,Willis Reed,Dec 25 1969,NYK,DET,W. Frazier,0
685,Clem Haskins,Dec 6 1969,WAS,BOS,A. Tucker,40
686,Hal Greer,Dec 5 1969,GSW,BOS,B. Cunningham,0
687,Don Kojis,Nov 10 1969,SDR,GSW,,30
688,Stan McKenzie,Nov 7 1969,PHO,LAL,unassisted,18
689,Elvin Hayes,Apr 4 1969 p,SDR,ATL,,18
690,Jim Washington,Mar 4 1969,WAS,GSW,unassisted,10
691,Bob Rule,Feb 23 1969,OKC,BOS,L. Wilkens,35
692,Zelmo Beaty,Dec 29 1968,ATL,WAS,unassisted,18
693,Gus Johnson,Nov 23 1968,WAS,DET,unassisted,0
694,Bailey Howell,Feb 7 1968,BOS,STL,L. Siegfried,0
695,Cazzie Russell,Jan 31 1968,NYK,SAC,unassisted,12
696,Bob Boozer,Dec 8 1967,WAS,OKC,unassisted,0
697,Bud Olsen,Nov 19 1967,OKC,DET,unassisted,0
698,Dick Snyder,Nov 11 1967,STL,GSW,unassisted,0
699,Cazzie Russell,Oct 17 1967,NYK,GSW,,30
700,Bob Boozer,Jan 20 1967,WAS,DET,,
701,Richie Guerin,Jan 2 1967,STL,DET,unassisted,25
702,Richie Guerin,Dec 15 1966,STL,BOS,unassisted,0
703,Fred Hetzel,Dec 9 1966,GSW,LAL,N. Thurmond,15
704,Bill Bridges,Dec 2 1966,STL,NYK,unassisted,14
705,Jim King,Nov 26 1966,GSW,WAS,N. Thurmond,30
706,Wilt Chamberlain,Dec 29 1965,GSW,DET,,
707,Oscar Robertson,Dec 26 1965,SAC,STL,unassisted,6
708,Guy Rodgers,Nov 12 1965,GSW,DET,,
709,Jim Barnes,Mar 9 1965,NYK,GSW,unassisted,0
710,Cliff Hagan,Mar 6 1965,STL,LAL,unassisted,0
711,Jerry West,Mar 3 1965,LAL,BOS,W. Hazzard,20
712,Bob Boozer,Jan 15 1965,NYK,GSW,unassisted,0
713,Ray Scott,Nov 20 1964,DET,WAS,D. Butcher,20
714,Bob Pettit,Nov 1 1964,STL,LAL,,
715,Elgin Baylor,Mar 25 1964 p,LAL,STL,unassisted,22
716,Wilt Chamberlain,Dec 28 1963,GSW,WAS,A. Attles,12
717,Hal Greer,Nov 26 1963,GSW,WAS,unassisted,25
718,Jerry West,Apr 2 1963 p,LAL,STL,unassisted,15
719,Wilt Chamberlain,Feb 19 1963,GSW,LAL,G. Rodgers,12
720,Cliff Hagan,Feb 13 1963,STL,NYK,,30
721,Jerry West,Apr 10 1962 p,LAL,BOS,unassisted,0
722,Ed Conlin,Nov 4 1961,PHW,DET,unassisted,0
723,Dick Garmaker,Dec 13 1960,NYK,BOS,unassisted,0
724,Gene Shue,Nov 15 1960,DET,BOS,,
725,Ed Conlin,Oct 28 1960,PHW,LAL,G. Rodgers,30
726,Tom Heinsohn,Mar 24 1960 p,BOS,PHW,unassisted,0
727,Larry Costello,Feb 10 1960,PHI,MNL,unassisted,
728,Paul Arizin,Dec 6 1959,PHW,DET,T. Gola,40
729,Kenny Sears,Nov 29 1959,NYK,PHW,J. George,20
730,Cliff Hagan,Mar 11 1959,STL,PHI,,
731,Bill Sharman,Feb 11 1959,BOS,PHW,B. Cousy,10
732,Ray Felix,Jan 31 1959,NYK,PHI,unassisted,
733,Walter Dukes,Feb 16 1958,DET,STL,unassisted,0
734,Neil Johnston,Jan 17 1958,PHW,NYK,unassisted,15
735,Cliff Hagan,Apr 11 1957 p,STL,BOS,unassisted,0
736,Dolph Schayes,Mar 9 1957,PHI,BOS,unassisted,17
737,Bob Harrison,Feb 23 1957,PHI,MNL,,40
738,Bill Sharman,Dec 22 1956,BOS,STL,B. Cousy,15
739,Bob Harrison,Feb 20 1956,STL,FTW,,30
740,Bob Cousy,Feb 9 1956,BOS,PHI,unassisted,
741,Bob Pettit,Feb 8 1956,STL,BOS,unassisted,0
742,Richie Regan,Dec 10 1955,ROC,FTW,,25
743,Jim Tucker,Nov 5 1955,PHI,FTW,P. Seymour,
744,Dick Farley,Feb 19 1955,PHI,NYK,P. Seymour,35
745,Jim Baechtold,Feb 13 1955,NYK,BOS,unassisted,15
746,Dolph Schayes,Jan 19 1955,PHI,PHW,,
747,Vern Mikkelsen,Dec 8 1954,MNL,BOS,,
748,Odie Spears,Dec 5 1954,ROC,FTW,,
749,Cal Christensen,Oct 30 1954,ROC,BOS,,
750,Irv Bemoras,Feb 23 1954,MLH,PHI,B. Tosheff,0
751,Irv Bemoras,Feb 21 1954,MLH,FTW,,
752,Carl Braun,Jan 22 1954,NYK,PHW,,
753,Wally Osterkorn,Jan 16 1954,PHI,ROC,unassisted,10
754,Carl Braun,Dec 19 1953,NYK,BLB,unassisted,
755,Mel Payton,Mar 13 1953,INO,MLH,,
756,Arnie Risen,Mar 8 1953,ROC,FTW,,15
757,George Ratkovicz,Feb 11 1953,MLH,INO,,25
758,Vince Boryla,Jan 27 1953,NYK,ROC,,40
759,Andy Phillip,Dec 27 1952,FTW,NYK,,0
760,Bill Sharman,Nov 23 1952,BOS,ROC,B. Brannum,17
761,Don Barksdale,Nov 22 1952,BLB,PHW,unassisted,0
762,Andy Phillip,Nov 1 1952,PHW,PHI,unassisted,45
763,Arnie Johnson,Mar 13 1952,ROC,FTW,B. Davies,0
764,Neil Johnston,Feb 26 1952,PHW,INO,W. Budko,0
765,Jack Coleman,Feb 14 1952,ROC,PHI,unassisted,0
766,Andy Phillip,Feb 1 1952,PHW,BLB,unassisted,0
767,Vince Boryla,Dec 18 1951,NYK,MNL,C. Simmons,30
768,Chuck Cooper,Feb 21 1951,BOS,NYK,S. Hertzberg,20
769,Ralph Beard,Feb 13 1951,INO,FTW,B. Lavoy,45
770,Arnie Johnson,Jan 10 1951,ROC,BLB,,
771,Ralph Beard,Jan 6 1951,INO,ROC,P. Walther,0
772,Dolph Schayes,Jan 6 1951,PHI,NYK,,10
773,Jack Coleman,Nov 29 1950,ROC,WSC,unassisted,0
774,Johnny Payak,Mar 19 1950,WAT,TRI,unassisted,8
775,Carl Braun,Mar 8 1950,NYK,STB,E. Vandeweghe,35
776,Andy Duncan,Feb 26 1950,ROC,STB,unassisted,0
777,Charlie Black,Jan 18 1950,FTW,SHE,,
778,Carl Braun,Jan 14 1950,NYK,BOS,E. Vandeweghe,
779,Dick McGuire,Dec 10 1949,NYK,CHS,unassisted,0
780,Herm Schaefer,Feb 26 1949,MNL,BLB,,
781,Belus Smawley,Nov 25 1948,STB,PRO,,50
782,John Logan,Feb 26 1948,STB,BOS,,45
783,Bob Feerick,Jan 22 1947,WSC,PHW,,
784,John Barr,Dec 10 1946,STB,CLR,A. Davis,45
